mpc_des,classification_gmv08method_vvl24,res_p_largernumber,res_q_smallernumber,Secure_or_Insecure,aau_bary,e_bary,ideg_bary,wdeg_bary,Wdeg_bary,Mdeg_bary,aau_helio,e_helio,ideg_helio,wdeg_helio,Wdeg_helio,Mdeg_helio,g2026feb12
471931,centaur,0,0,S,19.63616488510563,0.2089863822834112,33.51071761751039,178.2825070570525,160.882239854642,32.6601143654613,19.78907720774951,0.2135226677773322,33.47026746843759,179.4123607167155,160.8182502782797,31.56381831319757,-99999.0
471954,classical,m,0,S,43.32583312528382,0.1311908297689061,28.08568560796083,252.6405852340966,352.4381937731835,106.4753565033001,43.64126138291717,0.1277172641389665,27.99414190280874,255.6085114561708,352.3965670931135,103.60712635565,-99999.0
472231,classical,m,0,S,43.54322286161861,0.08093574942002511,2.906364863621398,331.3553349015689,252.9621056960756,358.6677754295544,43.32307451994323,0.0764825839782903,2.909919165390476,332.727430917433,252.9422986679081,357.5055194479709,-99999.0
472232,classical,m,0,S,42.98995536969445,0.05802929177673798,13.91121179684493,36.4758622826417,247.5278583885024,285.287757271582,42.75066552973099,0.05802572979260635,13.93067697772951,41.92489451649177,247.4648199717022,279.9956901498776,-99999.0
472235,resonant,5,2,S,55.42589564154681,0.4093508314670835,0.8066581046797309,274.0822272375329,318.969968426266,354.2513818224937,55.00393454584786,0.4051830830933432,0.8075200524028133,274.3169522626775,319.0926585133716,354.0445717162983,-99999.0
472262,scattering,0,0,S,46.16297751262057,0.2822343833504764,20.6910864539021,243.0897803331398,144.6088414245212,11.81954473629373,46.6522620143768,0.289726963684539,20.68482139870083,243.3143006124296,144.5050109915603,11.52822101327162,-99999.0
472265,centaur,0,0,S,15.08325986257804,0.3143535288462491,3.031006401890843,7.194124450028298,21.70185810691774,44.3680129855527,15.11798001294315,0.3161438544460542,3.030208984938219,7.428149178108187,21.59601833539526,44.07125574525705,-99999.0
472271,classical,m,0,S,43.02458983531319,0.154799829684329,17.37121271055274,268.1581132698941,236.6125703014292,278.4789923314042,43.30021236733299,0.1526688837619889,17.33164566143051,265.704971086489,236.6279017800707,280.6820701799786,-99999.0
472651,centaur,0,0,S,19.12000873510355,0.3239952204833057,37.75482228659886,238.5298718343225,6.229573715210653,337.2383342680089,19.04668380818124,0.3222154733628472,37.8144172100341,238.8038361387099,6.254655110598172,336.9790132287559,-99999.0
472760,centaur,0,0,S,22.86502960277428,0.4260574727649843,6.815100218151837,357.6552375328018,154.8404170242479,36.09356062587105,22.76076816276766,0.4242802102016023,6.818251707577303,357.2801350956262,154.928199250981,36.45953953046381,-99999.0
474640,resonant,36,1,I,328.0540912837232,0.8557423238071604,25.54799990175592,326.9930477526866,66.02222401106708,0.8191329331858656,352.9795250552193,0.865954972587209,25.50926712319778,326.9312134260201,66.0338352463799,0.7334578158189021,-99999.0
480017,resonant,13,4,I,66.3316099991899,0.4477871841042398,7.291368321454014,269.3155653799924,75.29430728062691,19.08529602118678,67.40490865376617,0.4556804823019031,7.282790920119165,269.9040769074502,75.33732577247679,18.37561852029152,-99999.0
482824,classical,m,0,S,42.38205295824324,0.2282071983640993,18.64382018537278,147.1045783485191,43.30304445169,318.7109815357337,42.24337108490484,0.2250617042742855,18.64202156251862,147.3343923883266,43.15848526001061,318.362477408805,-99999.0
483002,classical,m,0,S,47.00539504585254,0.0833423450561521,37.88501185236736,267.5984454360308,185.9268191504147,317.0559234406861,47.32467795955048,0.08676112505739751,37.79230529897691,263.9843246139975,185.8088158936712,320.6006392829991,-99999.0
487581,resonant,2,1,S,47.71555933879405,0.06573056535500582,24.73719950726549,289.7905605008195,153.1234751053179,81.79003106517644,47.46772655423946,0.06691325215758614,24.80193793056305,285.3019745289246,153.1718792583715,86.08410181737761,-99999.0
488644,classical,m,0,SH,42.59320414764276,0.03654697041290537,2.575344740070221,247.7733787288493,35.64152871042041,303.1154629629106,42.39588056563026,0.03605205771438635,2.58378422621697,255.2966690400215,35.66578295059272,295.7727226747751,-99999.0
491767,resonant,3,2,S,39.48938957342623,0.07697215492507077,30.12526284050315,314.6481248036511,65.5128445783078,24.50728886804387,39.76917419653603,0.08347406582933169,30.07472839503301,315.4235139543582,65.53091369867953,23.50050531518666,0.0
491768,classical,m,0,S,46.08038322128886,0.1156199174251095,15.66888125204094,294.8195547421524,116.0355208494357,358.7958689683308,46.46319371526329,0.122750231463195,15.67118930285166,293.8349215411786,115.9890801637181,359.6053595381031,-99999.0
492338,centaur,0,0,S,29.0038927311117,0.6295693750113979,12.68644550968361,114.8896825670676,98.19573933451034,13.56675797664392,29.00420854056591,0.6292290087462009,12.69098685533905,114.9939336838082,98.22881183214265,13.5569604310925,-99999.0
493480,classical,m,0,S,40.20288492184479,0.01735388115970905,17.18286425547381,45.85983970928105,130.9624038353659,11.03286550659262,39.97523284694768,0.01218614811489907,17.1999453434737,39.82695009156858,131.0352206094746,16.97286547503276,-99999.0
494158,centaur,0,0,S,8.537596462515937,0.2982625533091783,6.330389554110282,177.2246537988157,69.72683752831436,57.55776746836892,8.589495685385707,0.2989252750243384,6.325412642514356,178.0683906630954,69.78751430893635,56.71456998763308,-99999.0
495189,resonant,2,1,S,47.69374867660159,0.1719380749477498,19.28387267334052,220.4396635163895,121.0305088192855,46.41853786707595,48.13472537522542,0.1776363473730142,19.28553604565444,222.3111844203669,120.9672712526744,44.43020122771728,-99999.0
495190,detached,0,0,S,55.06924198425047,0.3092897518656202,26.78527764749554,220.1430077560147,171.6028912274193,10.77971428295449,55.66327336328142,0.31669122745292,26.75155427178436,220.320948793012,171.4692511563166,10.54407926093925,-99999.0
495297,resonant,7,3,S,53.08301992618047,0.3171995038946332,4.806475072138124,174.2233897632677,165.1686376966615,20.07579097038252,53.78747024230082,0.3251193361568732,4.796552256791274,175.1340382829421,165.0902370647355,19.23262875884965,-99999.0
495603,resonant,5,2,S,55.27950022317737,0.2503088638595672,26.72950416545871,157.3894302928522,22.05825630851821,339.2526392631884,54.99441513590924,0.2461909781554874,26.77340802252728,157.5242494731887,21.91204115254687,339.0464963405901,-99999.0
495613,classical,m,0,S,42.1168706835177,0.1267496060315511,36.04914170207157,224.0868021654728,58.63952341834369,302.6504069403559,41.93623314850354,0.1265294679504614,36.11660872289894,226.1084855483343,58.59398754672093,300.8411036385455,-99999.0
496315,detached,0,0,I,150.2702674642501,0.7269332358472357,33.53900427498075,42.59132468595469,210.7272710238412,357.3141237698087,148.8809523117524,0.7246397245982662,33.61126950216331,42.82688835046716,210.7773680371888,357.2465474013575,-99999.0
499514,resonant,5,3,S,42.17166977155889,0.1311922915224991,25.89075619997816,246.9759904048542,219.8485045930896,247.2569222652879,42.47092556511271,0.1287632630245991,25.84757999519249,243.849772090729,219.9970998352433,250.4007399375073,-99999.0
499522,centaur,0,0,S,21.15166236124001,0.3813331616029874,24.31300429432805,96.49978193325917,8.516656921918184,311.2703857021131,21.31076893605931,0.3826634070899488,24.26033635639725,95.63527212788615,8.504372682839055,312.1115781028661,-99999.0
500828,resonant,7,4,S,43.64550056734539,0.07637536050607945,1.645096546105011,55.56264126116277,198.7397406516196,336.4380634237364,43.4466848924752,0.07353561450023016,1.648912656037704,58.26735462592055,198.8265810497365,333.8664340790295,-99999.0
500829,classical,m,0,I,42.36804347689962,0.1540108621346906,12.1125484062562,356.1375345911845,40.8560803934901,186.5655819768141,42.19709353350355,0.1586983869617533,12.15449723599922,355.693186156716,40.86498669860263,187.2243645248606,-99999.0
