i_mid_deg,node_mid_deg,diff_mid_deg,q_mid,p_mid
10.0,4.49,0.44,0.17311525353592735,0.013594064890142093
4.45,352.34,5.66,0.07689672507476228,-0.010342184879505374
10.0,351.71,1.78,0.1718337224593384,-0.02503720097800203
7.76,0.25,2.26,0.13502258161260222,0.0005891508922925921
10.0,355.66,1.09,0.17315024941765064,-0.013140804147812655
10.0,348.67,2.3,0.17026410929895391,-0.03411484562004755
10.0,23.56,3.73,0.159173213320725,0.06940877299160945
6.73,20.42,4.19,0.10982650787556782,0.040887756743364465
10.0,353.4,1.49,0.1724973704904676,-0.01995862672931604
10.0,14.16,2.11,0.16837211577261985,0.04247964497612116
10.0,9.31,1.28,0.17136079638478008,0.0280921175673844
10.0,17.78,2.74,0.1653540534931529,0.053025716406563846
9.3,30.24,4.74,0.13961332535903537,0.08138743378064746
9.25,23.4,3.64,0.1475222331272222,0.06383857086478237
10.0,2.8,0.15,0.17344086559188576,0.008482673504457298
10.0,358.42,0.61,0.17358215673935196,-0.004787950371594837
10.0,16.47,2.51,0.16652310008224436,0.04923156249850935
10.0,358.56,0.59,0.1735933377114877,-0.004363795278331663
10.0,358.07,0.68,0.17354967034277294,-0.005848207499794053
10.0,352.23,1.69,0.1720538729693059,-0.023476677859266045
10.0,356.05,1.03,0.17323568413345922,-0.01196191246658094
8.34,28.22,4.45,0.12780647518872248,0.06858668079897683
10.0,354.87,1.23,0.17295260973641827,-0.015526892554790213
10.0,359.39,0.45,0.17363833641074652,-0.0018487118634918326
10.0,355.84,1.06,0.17319067794198673,-0.012596772643849383
10.0,359.22,0.48,0.17363208687319975,-0.0023638982853363476
10.0,23.02,3.64,0.15982029656767777,0.06790554036354711
10.0,19.87,3.1,0.16331024533416663,0.05902078765943491
9.64,19.1,2.93,0.15823836772898747,0.05479494770562816
10.0,12.32,1.8,0.1696492604000243,0.037051559383790456
10.0,4.34,0.41,0.17315024941765064,0.013140804147812657
10.0,353.58,1.45,0.17255922102273236,-0.019416612657041997
10.0,3.36,0.24,0.1733496744204197,0.010177425282471475
10.0,9.88,1.37,0.1710728502895761,0.029795461077923878
8.66,345.44,2.98,0.14573509377785207,-0.037852522761876485
10.0,352.94,1.56,0.17233157478098415,-0.021342866268424954
10.0,16.76,2.56,0.16627178479945554,0.05007377743539372
10.0,0.85,0.19,0.17362906924352822,0.0025760280805704754
10.0,353.74,1.43,0.17261276953779822,-0.018934661326169996
10.0,10.39,1.46,0.17080086196283265,0.03131701070982338
5.6,3.14,4.4,0.09743639590317243,0.005345192120443821
10.0,359.42,0.44,0.1736392805920031,-0.0017577947938868974
5.23,0.92,4.77,0.09114226081782299,0.0014635997237789778
6.31,5.1,3.72,0.109472670587052,0.00977017556391038
10.0,341.24,3.58,0.16442294689018067,-0.05584607544845586
10.0,359.86,0.36,0.1736476592838419,-0.0004243021194362965
10.0,342.9,3.29,0.1659717152465114,-0.05105956663718114
